abilities,artist,ancientTrait,attacks,cardmarket,convertedRetreatCost,evolvesFrom,flavorText,hp,id,images,legalities,regulationMark,name,nationalPokedexNumbers,number,rarity,resistances,retreatCost,rules,set,subtypes,supertype,tcgplayer,types,weaknesses
,Aya Kusube,,,"Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC26', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.29, lowPrice=0.02, trendPrice=0.28, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=0.13, lowPriceExPlus=0.03, avg1=0.39, avg7=0.26, avg30=0.31, reverseHoloAvg1=0.1, reverseHoloAvg7=0.17, reverseHoloAvg30=0.17))",,,,,g1-RC26,"CardImage(small='https://images.pokemontcg.io/g1/RC26.png', large='https://images.pokemontcg.io/g1/RC26_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Floral Crown,,RC26,Common,,,"[""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it."", ""At the end of your opponent's turn, heal 20 damage from the Basic Pokémon this card is attached to."", 'You may play as many Item cards as you like during your turn (before your attack).']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Pokémon Tool'],Trainer,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC26', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=0.25, mid=0.57, high=4.99, market=0.93, directLow=0.88), holofoil=None, reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",,
,Mizue,,"[Attack(name='Sparkle', cost=['Fairy'], convertedEnergyCost=1, damage='', text=""If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.""), Attack(name='Diamond Storm', cost=['Fairy', 'Fairy', 'Colorless'], convertedEnergyCost=3, damage='60', text='Heal 30 damage from each of your Fairy Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC22', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.96, lowPrice=0.1, trendPrice=0.81, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.83, reverseHoloLow=0.1, reverseHoloTrend=0.78, lowPriceExPlus=0.1, avg1=1.0, avg7=0.67, avg30=0.98, reverseHoloAvg1=1.0, reverseHoloAvg7=0.95, reverseHoloAvg30=0.84))",1,,Open the magic door and a dream-colored party will start again today. I'll teach you the secret password.,90,g1-RC22,"CardImage(small='https://images.pokemontcg.io/g1/RC22.png', large='https://images.pokemontcg.io/g1/RC22_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Diancie,[719],RC22,Uncommon,"[Resistance(type='Darkness', value='-20')]",['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC22', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=0.6, mid=1.96, high=9.99, market=1.67, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
,Kagemaru Himeno,,"[Attack(name='Flap', cost=['Colorless'], convertedEnergyCost=1, damage='20', text=''), Attack(name='Fairy Friend', cost=['Colorless', 'Colorless'], convertedEnergyCost=2, damage='30+', text='If you have any Fairy Pokémon on your Bench, this attack does 30 more damage.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC24', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=1.57, lowPrice=0.3, trendPrice=1.69, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=1.71, reverseHoloLow=0.3, reverseHoloTrend=1.85, lowPriceExPlus=0.56, avg1=4.0, avg7=1.76, avg30=1.72, reverseHoloAvg1=1.2, reverseHoloAvg7=2.0, reverseHoloAvg30=1.98))",1,Swablu,This fluffiness makes everyone go crazy. Is it really that charming?,90,g1-RC24,"CardImage(small='https://images.pokemontcg.io/g1/RC24.png', large='https://images.pokemontcg.io/g1/RC24_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Altaria,[334],RC24,Uncommon,"[Resistance(type='Fighting', value='-20')]",['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Stage 1'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC24', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=7.5, mid=15.65, high=58.0, market=15.19, directLow=19.12), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Colorless'],"[Weakness(type='Lightning', value='×2')]"
,Atsuko Nishida,,"[Attack(name='Bind Wound', cost=['Colorless'], convertedEnergyCost=1, damage='', text='Heal 20 damage from 1 of your Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC23', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.3, lowPrice=0.02, trendPrice=0.34, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=0.88, lowPriceExPlus=0.02, avg1=0.63, avg7=0.32, avg30=0.4, reverseHoloAvg1=0.02, reverseHoloAvg7=0.7, reverseHoloAvg30=0.35))",1,,"Wings and beaks. I like yours, and I like mine, too.",40,g1-RC23,"CardImage(small='https://images.pokemontcg.io/g1/RC23.png', large='https://images.pokemontcg.io/g1/RC23_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Swablu,[333],RC23,Common,"[Resistance(type='Fighting', value='-20')]",['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC23', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=1.38, mid=2.25, high=4.49, market=2.76, directLow=None), holofoil=None, reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Colorless'],"[Weakness(type='Lightning', value='×2')]"
,Aya Kusube,,"[Attack(name='Warble', cost=['Colorless'], convertedEnergyCost=1, damage='', text='Search your deck for up to 2 Fletchling, reveal them, and put them into your hand. Shuffle your deck afterward.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC25', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.46, lowPrice=0.02, trendPrice=0.48, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=0.88, lowPriceExPlus=0.1, avg1=0.2, avg7=0.38, avg30=0.46, reverseHoloAvg1=0.2, reverseHoloAvg7=0.47, reverseHoloAvg30=0.48))",1,,"Little friends, thanks for always helping me look so cute!",40,g1-RC25,"CardImage(small='https://images.pokemontcg.io/g1/RC25.png', large='https://images.pokemontcg.io/g1/RC25_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Fletchling,[661],RC25,Common,"[Resistance(type='Fighting', value='-20')]",['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC25', updatedAt='2025/04/10', prices=TCGPrices(normal=TCGPrice(low=1.22, mid=3.69, high=7.0, market=3.75, directLow=None), holofoil=None, reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Colorless'],"[Weakness(type='Lightning', value='×2')]"
,Kanako Eo,,"[Attack(name='Dress Up', cost=['Colorless', 'Colorless'], convertedEnergyCost=2, damage='30+', text='If this Pokémon has a Pokémon Tool card attached to it, this attack does 30 more damage.'), Attack(name='Precious Ribbon', cost=['Fairy', 'Fairy', 'Colorless'], convertedEnergyCost=3, damage='100', text='Move a Fairy Energy from this Pokémon to 1 of your Benched Pokémon. If you do, heal 50 damage from that Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC32', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=66.09, lowPrice=30.0, trendPrice=74.16, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=10.32, lowPriceExPlus=35.0, avg1=59.36, avg7=57.48, avg30=60.36, reverseHoloAvg1=5.0, reverseHoloAvg7=10.53, reverseHoloAvg30=12.5))",2,,,170,g1-RC32,"CardImage(small='https://images.pokemontcg.io/g1/RC32.png', large='https://images.pokemontcg.io/g1/RC32_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Sylveon-EX,[700],RC32,Rare Ultra,"[Resistance(type='Darkness', value='-20')]","['Colorless', 'Colorless']","['Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['Basic', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC32', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=80.0, mid=123.88, high=285.0, market=123.02, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
,Megumi Mizutani,,,"Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC27', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=0.77, lowPrice=0.07, trendPrice=0.85, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.89, reverseHoloLow=0.25, reverseHoloTrend=0.79, lowPriceExPlus=0.3, avg1=0.75, avg7=0.7, avg30=0.73, reverseHoloAvg1=0.62, reverseHoloAvg7=0.67, reverseHoloAvg30=0.78))",,,,,g1-RC27,"CardImage(small='https://images.pokemontcg.io/g1/RC27.png', large='https://images.pokemontcg.io/g1/RC27_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Wally,,RC27,Uncommon,,,"['Search your deck for a card that evolves from 1 of your Pokémon (excluding Pokémon-EX) and put it onto that Pokémon. (This counts as evolving that Pokémon.) Shuffle your deck afterward. You can use this card during your first turn or on a Pokémon that was put into play this turn.', 'You may play only 1 Supporter card during your turn (before your attack).']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Supporter'],Trainer,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC27', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=0.5, mid=1.28, high=4.99, market=1.5, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",,
"[Ability(name='Flash Fire', text='Once during your turn (before your attack), you may move a Fire Energy from 1 of your Pokémon to this Pokémon.', type='Ability')]",kirisAki,,"[Attack(name='Blaze Ball', cost=['Colorless', 'Colorless', 'Colorless'], convertedEnergyCost=3, damage='50+', text='This attack does 20 more damage for each Fire Energy attached to this Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC28', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=63.66, lowPrice=14.0, trendPrice=62.25, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=21.1, lowPriceExPlus=35.0, avg1=59.89, avg7=50.44, avg30=61.64, reverseHoloAvg1=12.0, reverseHoloAvg7=21.87, reverseHoloAvg30=22.67))",2,,,170,g1-RC28,"CardImage(small='https://images.pokemontcg.io/g1/RC28.png', large='https://images.pokemontcg.io/g1/RC28_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Flareon-EX,[136],RC28,Rare Ultra,,"['Colorless', 'Colorless']","['Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['Basic', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC28', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=60.63, mid=89.68, high=200.0, market=83.09, directLow=None), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fire'],"[Weakness(type='Water', value='×2')]"
,Kagemaru Himeno,,"[Attack(name='Nuzzle', cost=['Colorless'], convertedEnergyCost=1, damage='', text=""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""), Attack(name='Quick Attack', cost=['Colorless', 'Colorless'], convertedEnergyCost=2, damage='20+', text='Flip a coin. If heads, this attack does 10 more damage.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC29', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=36.85, lowPrice=10.0, trendPrice=37.33, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=26.04, lowPriceExPlus=19.99, avg1=80.0, avg7=39.95, avg30=37.28, reverseHoloAvg1=39.49, reverseHoloAvg7=27.61, reverseHoloAvg30=28.16))",1,,"A yellow body is proof of good health. If you touch its bright-red cheeks, you'll see its shining, smiling face!",60,g1-RC29,"CardImage(small='https://images.pokemontcg.io/g1/RC29.png', large='https://images.pokemontcg.io/g1/RC29_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Pikachu,[25],RC29,Rare Ultra,"[Resistance(type='Metal', value='-20')]",['Colorless'],,"Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')",['Basic'],Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC29', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=27.88, mid=56.23, high=94.08, market=46.76, directLow=56.0), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Lightning'],"[Weakness(type='Fighting', value='×2')]"
,Mizue,,"[Attack(name='Life Leap', cost=['Fairy'], convertedEnergyCost=1, damage='20', text=""Heal from this Pokémon the same amount of damage you did to your opponent's Active Pokémon.""), Attack(name='Shining Wind', cost=['Fairy', 'Fairy', 'Fairy'], convertedEnergyCost=3, damage='100', text=""During your opponent's next turn, this Pokémon has no Weakness."")]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC30', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=22.93, lowPrice=5.39, trendPrice=21.1, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=6.88, lowPriceExPlus=19.0, avg1=14.33, avg7=19.61, avg30=21.62, reverseHoloAvg1=15.99, reverseHoloAvg7=5.79, reverseHoloAvg30=5.62))",2,,,170,g1-RC30,"CardImage(small='https://images.pokemontcg.io/g1/RC30.png', large='https://images.pokemontcg.io/g1/RC30_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,Gardevoir-EX,[282],RC30,Rare Ultra,"[Resistance(type='Darkness', value='-20')]","['Colorless', 'Colorless']","['Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['Basic', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC30', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=31.63, mid=45.68, high=119.99, market=45.71, directLow=35.99), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
,Megumi Mizutani,,"[Attack(name='Brilliant Arrow', cost=['Fairy', 'Colorless', 'Colorless'], convertedEnergyCost=3, damage='30×', text='This attack does 30 damage times the amount of Fairy Energy attached to all of your Pokémon.')]","Cardmarket(url='https://prices.pokemontcg.io/cardmarket/g1-RC31', updatedAt='2025/04/10', prices=CardmarketPrices(averageSellPrice=37.3, lowPrice=7.0, trendPrice=34.87, germanProLow=0.0, suggestedPrice=0.0, reverseHoloSell=0.0, reverseHoloLow=0.0, reverseHoloTrend=11.68, lowPriceExPlus=25.0, avg1=22.25, avg7=36.69, avg30=36.34, reverseHoloAvg1=7.5, reverseHoloAvg7=14.44, reverseHoloAvg30=9.6))",2,Gardevoir-EX,,210,g1-RC31,"CardImage(small='https://images.pokemontcg.io/g1/RC31.png', large='https://images.pokemontcg.io/g1/RC31_hires.png')","Legality(unlimited='Legal', expanded='Legal', standard=None)",,M Gardevoir-EX,[282],RC31,Rare Ultra,"[Resistance(type='Darkness', value='-20')]","['Colorless', 'Colorless']","['Mega Evolution rule: When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends.', 'Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.']","Set(id='g1', images=SetImage(symbol='https://images.pokemontcg.io/g1/symbol.png', logo='https://images.pokemontcg.io/g1/logo.png'), legalities=Legality(unlimited='Legal', expanded='Legal', standard=None), name='Generations', printedTotal=83, ptcgoCode='GEN', releaseDate='2016/02/22', series='XY', total=117, updatedAt='2020/08/14 09:35:00')","['MEGA', 'EX']",Pokémon,"TCGPlayer(url='https://prices.pokemontcg.io/tcgplayer/g1-RC31', updatedAt='2025/04/10', prices=TCGPrices(normal=None, holofoil=TCGPrice(low=59.99, mid=99.99, high=169.99, market=116.7, directLow=67.75), reverseHolofoil=None, firstEditionHolofoil=None, firstEditionNormal=None))",['Fairy'],"[Weakness(type='Metal', value='×2')]"
